id,value
6082x,-0.27601113695485291
6082y,-0.78902483538483392
6083x,-0.27601113695485291
6083y,-0.78902483538483392
6084x,-0.27601113695485291
6084y,-0.78902483538483392
6085x,-0.0086638957346486523
6085y,-0.58829799792668891
6086x,0.048013459730513908
6086y,-0.3046181474773707
6087x,-0.63253489480604985
6087y,0.1573784165658409
6088x,0.048013459730513908
6088y,-0.3046181474773707
6089x,-0.35368625473125781
6089y,0.14649278268496996
6090x,-0.0086638957346486523
6090y,-0.58829799792668891
6091x,-0.0086638957346486523
6091y,-0.58829799792668891
6092x,-0.0086638957346486523
6092y,-0.58829799792668891
6093x,-0.27601113695485291
6093y,-0.78902483538483392
6094x,-0.27601113695485291
6094y,-0.78902483538483392
6095x,-0.35368625473125781
6095y,0.14649278268496996
6096x,-0.27601113695485291
6096y,-0.78902483538483392
6097x,-0.089609871759529641
6097y,-0.037066592627959333
6098x,-0.0086638957346486523
6098y,-0.58829799792668891
6099x,0.048013459730513908
6099y,-0.3046181474773707
6100x,-0.63253489480604985
6100y,0.1573784165658409
6101x,-0.0086638957346486523
6101y,-0.58829799792668891
6102x,-0.0086638957346486523
6102y,-0.58829799792668891
6103x,-0.35368625473125781
6103y,0.14649278268496996
6104x,-0.63253489480604985
6104y,0.1573784165658409
6105x,-0.27601113695485291
6105y,-0.78902483538483392
6106x,-0.089609871759529641
6106y,-0.037066592627959333
6107x,-0.63253489480604985
6107y,0.1573784165658409
6108x,-0.089609871759529641
6108y,-0.037066592627959333
6109x,0.048013459730513908
6109y,-0.3046181474773707
6110x,-0.27601113695485291
6110y,-0.78902483538483392
6111x,-0.27601113695485291
6111y,-0.78902483538483392
6112x,-0.089609871759529641
6112y,-0.037066592627959333
6113x,-0.35368625473125781
6113y,0.14649278268496996
6114x,-0.35368625473125781
6114y,0.14649278268496996
6115x,-0.27601113695485291
6115y,-0.78902483538483392
6116x,-0.27601113695485291
6116y,-0.78902483538483392
6117x,-0.27601113695485291
6117y,-0.78902483538483392
6118x,-0.0086638957346486523
6118y,-0.58829799792668891
6119x,-0.089609871759529641
6119y,-0.037066592627959333
6120x,0.048013459730513908
6120y,-0.3046181474773707
6121x,-0.089609871759529641
6121y,-0.037066592627959333
6122x,-0.27601113695485291
6122y,-0.78902483538483392
6123x,-0.0086638957346486523
6123y,-0.58829799792668891
6124x,-0.35368625473125781
6124y,0.14649278268496996
6125x,-0.35368625473125781
6125y,0.14649278268496996
6126x,-0.089609871759529641
6126y,-0.037066592627959333
6127x,-0.35368625473125781
6127y,0.14649278268496996
6128x,-0.27601113695485291
6128y,-0.78902483538483392
6129x,-0.0086638957346486523
6129y,-0.58829799792668891
6130x,-0.0086638957346486523
6130y,-0.58829799792668891
6131x,-0.0086638957346486523
6131y,-0.58829799792668891
6132x,-0.089609871759529641
6132y,-0.037066592627959333
6133x,-0.27601113695485291
6133y,-0.78902483538483392
6134x,-0.0086638957346486523
6134y,-0.58829799792668891
6135x,0.048013459730513908
6135y,-0.3046181474773707
6136x,-0.0086638957346486523
6136y,-0.58829799792668891
6137x,-0.0086638957346486523
6137y,-0.58829799792668891
6138x,-0.35368625473125781
6138y,0.14649278268496996
6139x,-0.35368625473125781
6139y,0.14649278268496996
6140x,-0.27601113695485291
6140y,-0.78902483538483392
6141x,0.048013459730513908
6141y,-0.3046181474773707
6142x,-0.089609871759529641
6142y,-0.037066592627959333
6143x,-0.27601113695485291
6143y,-0.78902483538483392
6144x,-0.27601113695485291
6144y,-0.78902483538483392
6145x,-0.27601113695485291
6145y,-0.78902483538483392
6146x,-0.27601113695485291
6146y,-0.78902483538483392
6147x,0.048013459730513908
6147y,-0.3046181474773707
6148x,-0.0086638957346486523
6148y,-0.58829799792668891
6149x,-0.27601113695485291
6149y,-0.78902483538483392
6150x,-0.27601113695485291
6150y,-0.78902483538483392
6151x,-0.0086638957346486523
6151y,-0.58829799792668891
6152x,-0.35368625473125781
6152y,0.14649278268496996
6153x,-0.0086638957346486523
6153y,-0.58829799792668891
6154x,-0.0086638957346486523
6154y,-0.58829799792668891
6155x,-0.27601113695485291
6155y,-0.78902483538483392
6156x,0.048013459730513908
6156y,-0.3046181474773707
6157x,-0.27601113695485291
6157y,-0.78902483538483392
6158x,-0.27601113695485291
6158y,-0.78902483538483392
6159x,-0.63253489480604985
6159y,0.1573784165658409
6160x,-0.63253489480604985
6160y,0.1573784165658409
6161x,-0.35368625473125781
6161y,0.14649278268496996
6162x,-0.35368625473125781
6162y,0.14649278268496996
6163x,-0.63253489480604985
6163y,0.1573784165658409
6164x,-0.27601113695485291
6164y,-0.78902483538483392
6165x,-0.089609871759529641
6165y,-0.037066592627959333
6166x,-0.27601113695485291
6166y,-0.78902483538483392
6167x,-0.63253489480604985
6167y,0.1573784165658409
6168x,-0.0086638957346486523
6168y,-0.58829799792668891
6169x,-0.27601113695485291
6169y,-0.78902483538483392
6170x,-0.63253489480604985
6170y,0.1573784165658409
6171x,-0.35368625473125781
6171y,0.14649278268496996
6172x,-0.0086638957346486523
6172y,-0.58829799792668891
6173x,-0.27601113695485291
6173y,-0.78902483538483392
6174x,-0.35368625473125781
6174y,0.14649278268496996
6175x,-0.35368625473125781
6175y,0.14649278268496996
6176x,-0.27601113695485291
6176y,-0.78902483538483392
6177x,-0.27601113695485291
6177y,-0.78902483538483392
6178x,-0.35368625473125781
6178y,0.14649278268496996
6179x,-0.27601113695485291
6179y,-0.78902483538483392
6180x,-0.35368625473125781
6180y,0.14649278268496996
6181x,-0.089609871759529641
6181y,-0.037066592627959333
6182x,-0.63253489480604985
6182y,0.1573784165658409
6183x,-0.27601113695485291
6183y,-0.78902483538483392
6184x,-0.63253489480604985
6184y,0.1573784165658409
6185x,-0.27601113695485291
6185y,-0.78902483538483392
6186x,-0.35368625473125781
6186y,0.14649278268496996
6187x,-0.35368625473125781
6187y,0.14649278268496996
6188x,-0.27601113695485291
6188y,-0.78902483538483392
6189x,-0.27601113695485291
6189y,-0.78902483538483392
6190x,-0.089609871759529641
6190y,-0.037066592627959333
6191x,-0.089609871759529641
6191y,-0.037066592627959333
6192x,-0.27601113695485291
6192y,-0.78902483538483392
6193x,-0.089609871759529641
6193y,-0.037066592627959333
6194x,-0.27601113695485291
6194y,-0.78902483538483392
6195x,-0.27601113695485291
6195y,-0.78902483538483392
6196x,-0.0086638957346486523
6196y,-0.58829799792668891
6197x,0.048013459730513908
6197y,-0.3046181474773707
6198x,-0.27601113695485291
6198y,-0.78902483538483392
6199x,-0.0086638957346486523
6199y,-0.58829799792668891
6200x,-0.63253489480604985
6200y,0.1573784165658409
6201x,-0.27601113695485291
6201y,-0.78902483538483392
6202x,-0.0086638957346486523
6202y,-0.58829799792668891
6203x,-0.27601113695485291
6203y,-0.78902483538483392
6204x,-0.27601113695485291
6204y,-0.78902483538483392
6205x,-0.0086638957346486523
6205y,-0.58829799792668891
6206x,-0.27601113695485291
6206y,-0.78902483538483392
6207x,-0.089609871759529641
6207y,-0.037066592627959333
6208x,-0.63253489480604985
6208y,0.1573784165658409
6209x,-0.63253489480604985
6209y,0.1573784165658409
6210x,0.048013459730513908
6210y,-0.3046181474773707
6211x,-0.0086638957346486523
6211y,-0.58829799792668891
6212x,-0.0086638957346486523
6212y,-0.58829799792668891
6213x,-0.63253489480604985
6213y,0.1573784165658409
6214x,-0.0086638957346486523
6214y,-0.58829799792668891
6215x,0.048013459730513908
6215y,-0.3046181474773707
6216x,-0.0086638957346486523
6216y,-0.58829799792668891
6217x,0.048013459730513908
6217y,-0.3046181474773707
6218x,-0.0086638957346486523
6218y,-0.58829799792668891
6219x,-0.0086638957346486523
6219y,-0.58829799792668891
6220x,-0.63253489480604985
6220y,0.1573784165658409
6221x,-0.35368625473125781
6221y,0.14649278268496996
6222x,-0.35368625473125781
6222y,0.14649278268496996
6223x,-0.35368625473125781
6223y,0.14649278268496996
6224x,-0.35368625473125781
6224y,0.14649278268496996
6225x,0.048013459730513908
6225y,-0.3046181474773707
6226x,-0.35368625473125781
6226y,0.14649278268496996
6227x,-0.35368625473125781
6227y,0.14649278268496996
6228x,-0.27601113695485291
6228y,-0.78902483538483392
6229x,-0.35368625473125781
6229y,0.14649278268496996
6230x,0.048013459730513908
6230y,-0.3046181474773707
6231x,-0.089609871759529641
6231y,-0.037066592627959333
6232x,-0.63253489480604985
6232y,0.1573784165658409
6233x,-0.27601113695485291
6233y,-0.78902483538483392
6234x,0.048013459730513908
6234y,-0.3046181474773707
6235x,-0.27601113695485291
6235y,-0.78902483538483392
6236x,-0.27601113695485291
6236y,-0.78902483538483392
6237x,-0.27601113695485291
6237y,-0.78902483538483392
6238x,-0.63253489480604985
6238y,0.1573784165658409
6239x,0.048013459730513908
6239y,-0.3046181474773707
6240x,-0.0086638957346486523
6240y,-0.58829799792668891
6241x,-0.27601113695485291
6241y,-0.78902483538483392
6242x,-0.63253489480604985
6242y,0.1573784165658409
6243x,-0.0086638957346486523
6243y,-0.58829799792668891
6244x,-0.089609871759529641
6244y,-0.037066592627959333
6245x,-0.0086638957346486523
6245y,-0.58829799792668891
6246x,-0.27601113695485291
6246y,-0.78902483538483392
6247x,-0.35368625473125781
6247y,0.14649278268496996
6248x,-0.27601113695485291
6248y,-0.78902483538483392
6249x,-0.35368625473125781
6249y,0.14649278268496996
6250x,-0.63253489480604985
6250y,0.1573784165658409
6251x,-0.63253489480604985
6251y,0.1573784165658409
6252x,-0.63253489480604985
6252y,0.1573784165658409
6253x,-0.35368625473125781
6253y,0.14649278268496996
6254x,-0.27601113695485291
6254y,-0.78902483538483392
6255x,-0.089609871759529641
6255y,-0.037066592627959333
6256x,-0.27601113695485291
6256y,-0.78902483538483392
6257x,0.048013459730513908
6257y,-0.3046181474773707
6258x,-0.35368625473125781
6258y,0.14649278268496996
6259x,-0.089609871759529641
6259y,-0.037066592627959333
6260x,-0.63253489480604985
6260y,0.1573784165658409
6261x,-0.27601113695485291
6261y,-0.78902483538483392
6262x,-0.089609871759529641
6262y,-0.037066592627959333
6263x,0.048013459730513908
6263y,-0.3046181474773707
6264x,-0.35368625473125781
6264y,0.14649278268496996
6265x,-0.27601113695485291
6265y,-0.78902483538483392
6266x,-0.27601113695485291
6266y,-0.78902483538483392
6267x,-0.27601113695485291
6267y,-0.78902483538483392
6268x,-0.27601113695485291
6268y,-0.78902483538483392
6269x,-0.27601113695485291
6269y,-0.78902483538483392
6270x,-0.27601113695485291
6270y,-0.78902483538483392
6271x,-0.089609871759529641
6271y,-0.037066592627959333
6272x,-0.089609871759529641
6272y,-0.037066592627959333
6273x,-0.0086638957346486523
6273y,-0.58829799792668891
6274x,-0.35368625473125781
6274y,0.14649278268496996
6275x,-0.35368625473125781
6275y,0.14649278268496996
6276x,-0.35368625473125781
6276y,0.14649278268496996
6277x,0.048013459730513908
6277y,-0.3046181474773707
6278x,-0.27601113695485291
6278y,-0.78902483538483392
6279x,-0.27601113695485291
6279y,-0.78902483538483392
6280x,-0.089609871759529641
6280y,-0.037066592627959333
6281x,-0.27601113695485291
6281y,-0.78902483538483392
6282x,-0.27601113695485291
6282y,-0.78902483538483392
6283x,-0.0086638957346486523
6283y,-0.58829799792668891
6284x,-0.0086638957346486523
6284y,-0.58829799792668891
6285x,-0.35368625473125781
6285y,0.14649278268496996
6286x,-0.63253489480604985
6286y,0.1573784165658409
6287x,-0.27601113695485291
6287y,-0.78902483538483392
6288x,-0.27601113695485291
6288y,-0.78902483538483392
6289x,-0.27601113695485291
6289y,-0.78902483538483392
6290x,-0.63253489480604985
6290y,0.1573784165658409
6291x,-0.27601113695485291
6291y,-0.78902483538483392
6292x,-0.63253489480604985
6292y,0.1573784165658409
6293x,-0.089609871759529641
6293y,-0.037066592627959333
6294x,-0.63253489480604985
6294y,0.1573784165658409
6295x,-0.089609871759529641
6295y,-0.037066592627959333
6296x,-0.089609871759529641
6296y,-0.037066592627959333
6297x,-0.0086638957346486523
6297y,-0.58829799792668891
6298x,-0.0086638957346486523
6298y,-0.58829799792668891
6299x,-0.27601113695485291
6299y,-0.78902483538483392
6300x,-0.63253489480604985
6300y,0.1573784165658409
6301x,-0.0086638957346486523
6301y,-0.58829799792668891
6302x,0.048013459730513908
6302y,-0.3046181474773707
6303x,0.048013459730513908
6303y,-0.3046181474773707
6304x,-0.35368625473125781
6304y,0.14649278268496996
6305x,-0.63253489480604985
6305y,0.1573784165658409
6306x,-0.0086638957346486523
6306y,-0.58829799792668891
6307x,-0.27601113695485291
6307y,-0.78902483538483392
6308x,-0.63253489480604985
6308y,0.1573784165658409
6309x,-0.63253489480604985
6309y,0.1573784165658409
6310x,0.048013459730513908
6310y,-0.3046181474773707
6311x,-0.27601113695485291
6311y,-0.78902483538483392
6312x,-0.63253489480604985
6312y,0.1573784165658409
6313x,-0.27601113695485291
6313y,-0.78902483538483392
6314x,-0.0086638957346486523
6314y,-0.58829799792668891
6315x,-0.0086638957346486523
6315y,-0.58829799792668891
6316x,-0.27601113695485291
6316y,-0.78902483538483392
6317x,-0.27601113695485291
6317y,-0.78902483538483392
6318x,-0.27601113695485291
6318y,-0.78902483538483392
6319x,0.048013459730513908
6319y,-0.3046181474773707
6320x,-0.35368625473125781
6320y,0.14649278268496996
6321x,-0.27601113695485291
6321y,-0.78902483538483392
6322x,-0.63253489480604985
6322y,0.1573784165658409
6323x,-0.63253489480604985
6323y,0.1573784165658409
6324x,-0.27601113695485291
6324y,-0.78902483538483392
6325x,-0.27601113695485291
6325y,-0.78902483538483392
6326x,-0.089609871759529641
6326y,-0.037066592627959333
6327x,-0.27601113695485291
6327y,-0.78902483538483392
6328x,-0.27601113695485291
6328y,-0.78902483538483392
6329x,-0.27601113695485291
6329y,-0.78902483538483392
6330x,0.048013459730513908
6330y,-0.3046181474773707
6331x,-0.0086638957346486523
6331y,-0.58829799792668891
6332x,-0.0086638957346486523
6332y,-0.58829799792668891
6333x,-0.35368625473125781
6333y,0.14649278268496996
6334x,-0.27601113695485291
6334y,-0.78902483538483392
6335x,-0.27601113695485291
6335y,-0.78902483538483392
6336x,0.048013459730513908
6336y,-0.3046181474773707
6337x,-0.27601113695485291
6337y,-0.78902483538483392
6338x,-0.35368625473125781
6338y,0.14649278268496996
6339x,-0.35368625473125781
6339y,0.14649278268496996
6340x,-0.27601113695485291
6340y,-0.78902483538483392
6341x,-0.27601113695485291
6341y,-0.78902483538483392
6342x,-0.089609871759529641
6342y,-0.037066592627959333
6343x,-0.35368625473125781
6343y,0.14649278268496996
6344x,-0.35368625473125781
6344y,0.14649278268496996
6345x,-0.27601113695485291
6345y,-0.78902483538483392
6346x,-0.27601113695485291
6346y,-0.78902483538483392
6347x,-0.27601113695485291
6347y,-0.78902483538483392
6348x,-0.0086638957346486523
6348y,-0.58829799792668891
6349x,-0.0086638957346486523
6349y,-0.58829799792668891
6350x,-0.0086638957346486523
6350y,-0.58829799792668891
6351x,-0.35368625473125781
6351y,0.14649278268496996
6352x,-0.35368625473125781
6352y,0.14649278268496996
6353x,-0.27601113695485291
6353y,-0.78902483538483392
6354x,0.048013459730513908
6354y,-0.3046181474773707
6355x,-0.63253489480604985
6355y,0.1573784165658409
6356x,-0.35368625473125781
6356y,0.14649278268496996
6357x,-0.27601113695485291
6357y,-0.78902483538483392
6358x,-0.27601113695485291
6358y,-0.78902483538483392
6359x,-0.35368625473125781
6359y,0.14649278268496996
6360x,-0.27601113695485291
6360y,-0.78902483538483392
6361x,-0.35368625473125781
6361y,0.14649278268496996
6362x,-0.63253489480604985
6362y,0.1573784165658409
6363x,-0.35368625473125781
6363y,0.14649278268496996
6364x,-0.35368625473125781
6364y,0.14649278268496996
6365x,-0.27601113695485291
6365y,-0.78902483538483392
6366x,0.048013459730513908
6366y,-0.3046181474773707
6367x,0.048013459730513908
6367y,-0.3046181474773707
6368x,-0.089609871759529641
6368y,-0.037066592627959333
6369x,-0.35368625473125781
6369y,0.14649278268496996
6370x,-0.63253489480604985
6370y,0.1573784165658409
6371x,-0.089609871759529641
6371y,-0.037066592627959333
6372x,0.048013459730513908
6372y,-0.3046181474773707
6373x,-0.089609871759529641
6373y,-0.037066592627959333
6374x,-0.35368625473125781
6374y,0.14649278268496996
6375x,-0.35368625473125781
6375y,0.14649278268496996
6376x,-0.63253489480604985
6376y,0.1573784165658409
6377x,-0.27601113695485291
6377y,-0.78902483538483392
6378x,-0.27601113695485291
6378y,-0.78902483538483392
6379x,-0.63253489480604985
6379y,0.1573784165658409
6380x,-0.27601113695485291
6380y,-0.78902483538483392
6381x,-0.35368625473125781
6381y,0.14649278268496996
6382x,-0.089609871759529641
6382y,-0.037066592627959333
6383x,-0.35368625473125781
6383y,0.14649278268496996
6384x,-0.089609871759529641
6384y,-0.037066592627959333
6385x,-0.27601113695485291
6385y,-0.78902483538483392
6386x,-0.0086638957346486523
6386y,-0.58829799792668891
6387x,-0.27601113695485291
6387y,-0.78902483538483392
6388x,-0.27601113695485291
6388y,-0.78902483538483392
6389x,-0.63253489480604985
6389y,0.1573784165658409
6390x,0.048013459730513908
6390y,-0.3046181474773707
6391x,-0.0086638957346486523
6391y,-0.58829799792668891
6392x,-0.27601113695485291
6392y,-0.78902483538483392
6393x,-0.27601113695485291
6393y,-0.78902483538483392
6394x,-0.089609871759529641
6394y,-0.037066592627959333
6395x,-0.63253489480604985
6395y,0.1573784165658409
6396x,-0.27601113695485291
6396y,-0.78902483538483392
6397x,-0.0086638957346486523
6397y,-0.58829799792668891
6398x,-0.35368625473125781
6398y,0.14649278268496996
6399x,-0.0086638957346486523
6399y,-0.58829799792668891
6400x,-0.63253489480604985
6400y,0.1573784165658409
6401x,-0.27601113695485291
6401y,-0.78902483538483392
6402x,0.048013459730513908
6402y,-0.3046181474773707
6403x,-0.63253489480604985
6403y,0.1573784165658409
6404x,-0.63253489480604985
6404y,0.1573784165658409
6405x,0.048013459730513908
6405y,-0.3046181474773707
6406x,-0.089609871759529641
6406y,-0.037066592627959333
6407x,0.048013459730513908
6407y,-0.3046181474773707
6408x,-0.35368625473125781
6408y,0.14649278268496996
6409x,-0.27601113695485291
6409y,-0.78902483538483392
6410x,-0.63253489480604985
6410y,0.1573784165658409
6411x,-0.35368625473125781
6411y,0.14649278268496996
6412x,-0.27601113695485291
6412y,-0.78902483538483392
6413x,-0.0086638957346486523
6413y,-0.58829799792668891
6414x,-0.27601113695485291
6414y,-0.78902483538483392
6415x,-0.63253489480604985
6415y,0.1573784165658409
6416x,-0.0086638957346486523
6416y,-0.58829799792668891
6417x,-0.089609871759529641
6417y,-0.037066592627959333
6418x,-0.35368625473125781
6418y,0.14649278268496996
6419x,-0.0086638957346486523
6419y,-0.58829799792668891
6420x,-0.27601113695485291
6420y,-0.78902483538483392
6421x,-0.27601113695485291
6421y,-0.78902483538483392
6422x,-0.27601113695485291
6422y,-0.78902483538483392
6423x,-0.63253489480604985
6423y,0.1573784165658409
6424x,-0.63253489480604985
6424y,0.1573784165658409
6425x,-0.27601113695485291
6425y,-0.78902483538483392
6426x,-0.27601113695485291
6426y,-0.78902483538483392
6427x,-0.63253489480604985
6427y,0.1573784165658409
6428x,0.048013459730513908
6428y,-0.3046181474773707
6429x,-0.27601113695485291
6429y,-0.78902483538483392
6430x,-0.35368625473125781
6430y,0.14649278268496996
6431x,-0.089609871759529641
6431y,-0.037066592627959333
6432x,-0.63253489480604985
6432y,0.1573784165658409
6433x,-0.27601113695485291
6433y,-0.78902483538483392
6434x,-0.27601113695485291
6434y,-0.78902483538483392
6435x,-0.35368625473125781
6435y,0.14649278268496996
6436x,-0.63253489480604985
6436y,0.1573784165658409
6437x,-0.63253489480604985
6437y,0.1573784165658409
6438x,-0.27601113695485291
6438y,-0.78902483538483392
6439x,-0.0086638957346486523
6439y,-0.58829799792668891
6440x,-0.63253489480604985
6440y,0.1573784165658409
6441x,-0.63253489480604985
6441y,0.1573784165658409
6442x,-0.35368625473125781
6442y,0.14649278268496996
6443x,-0.0086638957346486523
6443y,-0.58829799792668891
6444x,-0.35368625473125781
6444y,0.14649278268496996
6445x,0.048013459730513908
6445y,-0.3046181474773707
6446x,0.048013459730513908
6446y,-0.3046181474773707
6447x,-0.27601113695485291
6447y,-0.78902483538483392
6448x,-0.0086638957346486523
6448y,-0.58829799792668891
6449x,0.048013459730513908
6449y,-0.3046181474773707
6450x,-0.089609871759529641
6450y,-0.037066592627959333
6451x,0.048013459730513908
6451y,-0.3046181474773707
6452x,-0.27601113695485291
6452y,-0.78902483538483392
6453x,-0.0086638957346486523
6453y,-0.58829799792668891
6454x,-0.63253489480604985
6454y,0.1573784165658409
6455x,-0.35368625473125781
6455y,0.14649278268496996
6456x,-0.0086638957346486523
6456y,-0.58829799792668891
6457x,-0.27601113695485291
6457y,-0.78902483538483392
6458x,0.048013459730513908
6458y,-0.3046181474773707
6459x,-0.27601113695485291
6459y,-0.78902483538483392
6460x,-0.63253489480604985
6460y,0.1573784165658409
6461x,-0.27601113695485291
6461y,-0.78902483538483392
6462x,0.048013459730513908
6462y,-0.3046181474773707
6463x,-0.0086638957346486523
6463y,-0.58829799792668891
6464x,-0.63253489480604985
6464y,0.1573784165658409
6465x,-0.0086638957346486523
6465y,-0.58829799792668891
6466x,-0.089609871759529641
6466y,-0.037066592627959333
6467x,-0.27601113695485291
6467y,-0.78902483538483392
6468x,-0.27601113695485291
6468y,-0.78902483538483392
6469x,-0.27601113695485291
6469y,-0.78902483538483392
6470x,-0.089609871759529641
6470y,-0.037066592627959333
6471x,-0.27601113695485291
6471y,-0.78902483538483392
6472x,-0.35368625473125781
6472y,0.14649278268496996
6473x,-0.089609871759529641
6473y,-0.037066592627959333
6474x,-0.27601113695485291
6474y,-0.78902483538483392
6475x,-0.63253489480604985
6475y,0.1573784165658409
6476x,-0.27601113695485291
6476y,-0.78902483538483392
6477x,-0.35368625473125781
6477y,0.14649278268496996
6478x,0.048013459730513908
6478y,-0.3046181474773707
6479x,-0.27601113695485291
6479y,-0.78902483538483392
6480x,-0.089609871759529641
6480y,-0.037066592627959333
6481x,-0.27601113695485291
6481y,-0.78902483538483392
6482x,-0.089609871759529641
6482y,-0.037066592627959333
6483x,-0.27601113695485291
6483y,-0.78902483538483392
6484x,0.048013459730513908
6484y,-0.3046181474773707
6485x,-0.089609871759529641
6485y,-0.037066592627959333
6486x,-0.35368625473125781
6486y,0.14649278268496996
6487x,-0.27601113695485291
6487y,-0.78902483538483392
6488x,-0.0086638957346486523
6488y,-0.58829799792668891
6489x,-0.089609871759529641
6489y,-0.037066592627959333
6490x,-0.0086638957346486523
6490y,-0.58829799792668891
6491x,-0.089609871759529641
6491y,-0.037066592627959333
6492x,-0.089609871759529641
6492y,-0.037066592627959333
6493x,-0.089609871759529641
6493y,-0.037066592627959333
6494x,-0.27601113695485291
6494y,-0.78902483538483392
6495x,-0.0086638957346486523
6495y,-0.58829799792668891
6496x,-0.27601113695485291
6496y,-0.78902483538483392
6497x,-0.63253489480604985
6497y,0.1573784165658409
6498x,-0.27601113695485291
6498y,-0.78902483538483392
6499x,-0.089609871759529641
6499y,-0.037066592627959333
6500x,-0.27601113695485291
6500y,-0.78902483538483392
6501x,-0.63253489480604985
6501y,0.1573784165658409
6502x,-0.27601113695485291
6502y,-0.78902483538483392
6503x,-0.27601113695485291
6503y,-0.78902483538483392
6504x,-0.27601113695485291
6504y,-0.78902483538483392
6505x,-0.35368625473125781
